ID da Nota,Filial,Cidade,Tipo de Cliente,Gênero,Departamento,Preço Unitário,Quantidade,Imposto 5%,Total da Venda,Data,Hora,Forma de Pagamento,Custo das Mercadorias,Margem Bruta %,Lucro Bruto,Avaliação
620-02-2046,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Casa e Estilo de Vida,69.4,2,6.94,145.74,2024-03-10 17:43:50.763826,7:48:00 PM,Carteira Digital,138.8,4.761904762,6.94,9.0
282-35-2475,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Esportes e Viagens,93.31,2,9.331,195.951,2024-03-11 17:43:50.763826,5:53:00 PM,Dinheiro,186.62,4.761904762,9.331,6.3
511-54-3087,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Esportes e Viagens,88.45,1,4.4225,92.8725,2024-03-12 17:43:50.763826,4:36:00 PM,Cartão de Crédito,88.45,4.761904762,4.4225,9.5
726-29-6793,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios Eletrônicos,24.18,8,9.672,203.112,2024-03-13 17:43:50.763826,8:54:00 PM,Carteira Digital,193.44,4.761904762,9.672,9.8
387-49-4215,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Esportes e Viagens,48.5,3,7.275,152.775,2024-03-14 17:43:50.763826,12:50:00 PM,Dinheiro,145.5,4.761904762,7.275,6.7
862-17-9201,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Alimentos e Bebidas,84.05,6,25.215,529.515,2024-03-15 17:43:50.763826,10:48:00 AM,Cartão de Crédito,504.3,4.761904762,25.215,7.7
291-21-5991,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Saúde e Beleza,61.29,5,15.3225,321.7725,2024-03-16 17:43:50.763826,2:28:00 PM,Dinheiro,306.45,4.761904762,15.3225,7.0
602-80-9671,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Casa e Estilo de Vida,15.95,6,4.785,100.485,2024-03-17 17:43:50.763826,5:15:00 PM,Cartão de Crédito,95.7,4.761904762,4.785,5.1
347-72-6115,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Esportes e Viagens,90.74,7,31.759,666.939,2024-03-18 17:43:50.763826,6:03:00 PM,Cartão de Crédito,635.18,4.761904762,31.759,6.2
209-61-0206,Alex,São Paulo,Cliente Ocasional,Feminino,Casa e Estilo de Vida,42.91,5,10.7275,225.2775,2024-03-19 17:43:50.763826,5:29:00 PM,Carteira Digital,214.55,4.761904762,10.7275,6.1
595-27-4851,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios de Moda,54.28,7,18.998,398.958,2024-03-20 17:43:50.763826,6:05:00 PM,Carteira Digital,379.96,4.761904762,18.998,9.3
189-52-0236,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios Eletrônicos,99.55,7,34.8425,731.6925,2024-03-21 17:43:50.763826,12:07:00 PM,Dinheiro,696.85,4.761904762,34.8425,7.6
503-07-0930,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Esportes e Viagens,58.39,7,20.4365,429.1665,2024-03-22 17:43:50.763826,7:49:00 PM,Cartão de Crédito,408.73,4.761904762,20.4365,8.2
413-20-6708,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Acessórios de Moda,51.47,1,2.5735,54.0435,2024-03-23 17:43:50.763826,3:52:00 PM,Carteira Digital,51.47,4.761904762,2.5735,8.5
425-85-2085,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Saúde e Beleza,54.86,5,13.715,288.015,2024-03-24 17:43:50.763826,4:48:00 PM,Carteira Digital,274.3,4.761904762,13.715,9.8
521-18-7827,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Casa e Estilo de Vida,39.39,5,9.8475,206.7975,2024-03-25 17:43:50.763826,8:46:00 PM,Cartão de Crédito,196.95,4.761904762,9.8475,8.7
220-28-1851,Alex,São Paulo,Cliente Ocasional,Masculino,Casa e Estilo de Vida,34.73,2,3.473,72.933,2024-03-26 17:43:50.763826,6:14:00 PM,Carteira Digital,69.46,4.761904762,3.473,9.7
600-38-9738,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Esportes e Viagens,71.92,5,17.98,377.58,2024-03-27 17:43:50.763826,3:05:00 PM,Cartão de Crédito,359.6,4.761904762,17.98,4.3
734-91-1155,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Acessórios Eletrônicos,45.71,3,6.8565,143.9865,2024-03-28 17:43:50.763826,10:34:00 AM,Cartão de Crédito,137.13,4.761904762,6.8565,7.7
451-28-5717,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Casa e Estilo de Vida,83.17,6,24.951,523.971,2024-03-29 17:43:50.763826,11:23:00 AM,Dinheiro,499.02,4.761904762,24.951,7.3
609-81-8548,Alex,São Paulo,Cliente Fiel,Feminino,Casa e Estilo de Vida,37.44,6,11.232,235.872,2024-03-30 17:43:50.763826,1:55:00 PM,Cartão de Crédito,224.64,4.761904762,11.232,5.9
133-14-7229,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Saúde e Beleza,62.87,2,6.287,132.027,2024-03-31 17:43:50.763826,11:43:00 AM,Dinheiro,125.74,4.761904762,6.287,5.0
534-01-4457,Alex,São Paulo,Cliente Ocasional,Masculino,Alimentos e Bebidas,81.71,6,24.513,514.773,2024-04-01 17:43:50.763826,2:36:00 PM,Cartão de Crédito,490.26,4.761904762,24.513,8.0
719-89-8991,Alex,São Paulo,Cliente Fiel,Feminino,Esportes e Viagens,91.41,5,22.8525,479.9025,2024-04-02 17:43:50.763826,4:03:00 PM,Carteira Digital,457.05,4.761904762,22.8525,7.1
286-62-6248,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Acessórios de Moda,39.21,4,7.842,164.682,2024-04-03 17:43:50.763826,8:03:00 PM,Cartão de Crédito,156.84,4.761904762,7.842,9.0
339-38-9982,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Acessórios de Moda,59.86,2,5.986,125.706,2024-04-04 17:43:50.763826,2:55:00 PM,Carteira Digital,119.72,4.761904762,5.986,6.7
827-44-5872,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Alimentos e Bebidas,54.36,10,27.18,570.78,2024-04-05 17:43:50.763826,11:28:00 AM,Cartão de Crédito,543.6,4.761904762,27.18,6.1
827-77-7633,Alex,São Paulo,Cliente Ocasional,Masculino,Esportes e Viagens,98.09,9,44.1405,926.9505,2024-04-06 17:43:50.763826,7:41:00 PM,Dinheiro,882.81,4.761904762,44.1405,9.3
287-83-1405,Alex,São Paulo,Cliente Ocasional,Masculino,Saúde e Beleza,25.43,6,7.629,160.209,2024-04-07 17:43:50.763826,7:01:00 PM,Carteira Digital,152.58,4.761904762,7.629,7.0
435-13-4908,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios de Moda,86.68,8,34.672,728.112,2024-04-08 17:43:50.763826,6:04:00 PM,Cartão de Crédito,693.44,4.761904762,34.672,7.2
857-67-9057,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Acessórios Eletrônicos,22.95,10,11.475,240.975,2024-04-09 17:43:50.763826,7:20:00 PM,Carteira Digital,229.5,4.761904762,11.475,8.2
236-27-1144,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Alimentos e Bebidas,16.31,9,7.3395,154.1295,2024-04-10 17:43:50.763826,10:31:00 AM,Carteira Digital,146.79,4.761904762,7.3395,8.4
892-05-6689,Alex,São Paulo,Cliente Ocasional,Feminino,Casa e Estilo de Vida,28.32,5,7.08,148.68,2024-04-11 17:43:50.763826,1:28:00 PM,Carteira Digital,141.6,4.761904762,7.08,6.2
583-41-4548,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Casa e Estilo de Vida,16.67,7,5.8345,122.5245,2024-04-12 17:43:50.763826,11:36:00 AM,Carteira Digital,116.69,4.761904762,5.8345,7.4
339-12-4827,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Acessórios de Moda,73.96,1,3.698,77.658,2024-04-13 17:43:50.763826,11:32:00 AM,Cartão de Crédito,73.96,4.761904762,3.698,5.0
643-38-7867,Alex,São Paulo,Cliente Ocasional,Masculino,Casa e Estilo de Vida,97.94,1,4.897,102.837,2024-04-14 17:43:50.763826,11:44:00 AM,Carteira Digital,97.94,4.761904762,4.897,6.9
308-81-0538,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios de Moda,73.05,4,14.61,306.81,2024-04-15 17:43:50.763826,5:16:00 PM,Cartão de Crédito,292.2,4.761904762,14.61,4.9
358-88-9262,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Alimentos e Bebidas,87.48,6,26.244,551.124,2024-04-16 17:43:50.763826,6:43:00 PM,Carteira Digital,524.88,4.761904762,26.244,5.1
460-35-4390,Alex,São Paulo,Cliente Ocasional,Masculino,Casa e Estilo de Vida,30.68,3,4.602,96.642,2024-04-17 17:43:50.763826,11:00:00 AM,Carteira Digital,92.04,4.761904762,4.602,9.1
343-87-0864,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Saúde e Beleza,75.88,1,3.794,79.674,2024-04-18 17:43:50.763826,10:30:00 AM,Cartão de Crédito,75.88,4.761904762,3.794,7.1
173-50-1108,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Esportes e Viagens,20.18,4,4.036,84.756,2024-04-19 17:43:50.763826,12:14:00 PM,Cartão de Crédito,80.72,4.761904762,4.036,5.0
243-47-2663,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Acessórios Eletrônicos,18.77,6,5.631,118.251,2024-04-20 17:43:50.763826,4:43:00 PM,Cartão de Crédito,112.62,4.761904762,5.631,5.5
841-18-8232,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Alimentos e Bebidas,71.2,1,3.56,74.76,2024-04-21 17:43:50.763826,8:40:00 PM,Cartão de Crédito,71.2,4.761904762,3.56,9.2
701-23-5550,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Casa e Estilo de Vida,38.81,4,7.762,163.002,2024-04-22 17:43:50.763826,1:40:00 PM,Carteira Digital,155.24,4.761904762,7.762,4.9
647-50-1224,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios de Moda,29.42,10,14.71,308.91,2024-04-23 17:43:50.763826,4:23:00 PM,Carteira Digital,294.2,4.761904762,14.71,8.9
541-48-8554,Alex,São Paulo,Cliente Ocasional,Masculino,Esportes e Viagens,60.95,9,27.4275,575.9775,2024-04-24 17:43:50.763826,12:08:00 PM,Cartão de Crédito,548.55,4.761904762,27.4275,6.0
539-21-7227,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Esportes e Viagens,51.54,5,12.885,270.585,2024-04-25 17:43:50.763826,5:45:00 PM,Dinheiro,257.7,4.761904762,12.885,4.2
213-32-1216,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios Eletrônicos,66.06,6,19.818,416.178,2024-04-26 17:43:50.763826,10:28:00 AM,Dinheiro,396.36,4.761904762,19.818,7.3
747-58-7183,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Acessórios de Moda,57.27,3,8.5905,180.4005,2024-04-27 17:43:50.763826,8:31:00 PM,Carteira Digital,171.81,4.761904762,8.5905,6.5
582-52-8065,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Acessórios de Moda,54.31,9,24.4395,513.2295,2024-04-28 17:43:50.763826,10:49:00 AM,Dinheiro,488.79,4.761904762,24.4395,8.9
210-57-1719,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Saúde e Beleza,58.24,9,26.208,550.368,2024-04-29 17:43:50.763826,12:34:00 PM,Dinheiro,524.16,4.761904762,26.208,9.7
399-69-4630,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Acessórios Eletrônicos,22.21,6,6.663,139.923,2024-04-30 17:43:50.763826,10:23:00 AM,Cartão de Crédito,133.26,4.761904762,6.663,8.6
134-75-2619,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios Eletrônicos,19.32,7,6.762,142.002,2024-05-01 17:43:50.763826,6:51:00 PM,Dinheiro,135.24,4.761904762,6.762,6.9
356-44-8813,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Casa e Estilo de Vida,37.48,3,5.622,118.062,2024-05-02 17:43:50.763826,1:45:00 PM,Cartão de Crédito,112.44,4.761904762,5.622,7.7
198-66-9832,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Acessórios de Moda,72.04,2,7.204,151.284,2024-05-03 17:43:50.763826,7:38:00 PM,Dinheiro,144.08,4.761904762,7.204,9.5
283-26-5248,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Alimentos e Bebidas,98.52,10,49.26,1034.46,2024-05-04 17:43:50.763826,8:23:00 PM,Carteira Digital,985.2,4.761904762,49.26,4.5
712-39-0363,Alex,São Paulo,Cliente Fiel,Masculino,Alimentos e Bebidas,41.66,6,12.498,262.458,2024-05-05 17:43:50.763826,3:24:00 PM,Carteira Digital,249.96,4.761904762,12.498,5.6
218-59-9410,Alex,São Paulo,Cliente Fiel,Feminino,Casa e Estilo de Vida,72.42,3,10.863,228.123,2024-05-06 17:43:50.763826,4:54:00 PM,Carteira Digital,217.26,4.761904762,10.863,8.2
174-75-0888,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Acessórios Eletrônicos,21.58,9,9.711,203.931,2024-05-07 17:43:50.763826,12:32:00 PM,Dinheiro,194.22,4.761904762,9.711,7.3
866-99-7614,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Alimentos e Bebidas,89.2,10,44.6,936.6,2024-05-08 17:43:50.763826,3:42:00 PM,Cartão de Crédito,892.0,4.761904762,44.6,4.4
134-54-4720,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Acessórios Eletrônicos,42.42,8,16.968,356.328,2024-05-09 17:43:50.763826,1:58:00 PM,Carteira Digital,339.36,4.761904762,16.968,5.7
760-90-2357,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios Eletrônicos,74.51,6,22.353,469.413,2024-05-10 17:43:50.763826,3:08:00 PM,Carteira Digital,447.06,4.761904762,22.353,5.0
514-37-2845,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Acessórios de Moda,99.25,2,9.925,208.425,2024-05-11 17:43:50.763826,1:02:00 PM,Dinheiro,198.5,4.761904762,9.925,9.0
698-98-5964,Alex,São Paulo,Cliente Ocasional,Feminino,Alimentos e Bebidas,81.21,10,40.605,852.705,2024-05-12 17:43:50.763826,1:01:00 PM,Cartão de Crédito,812.1,4.761904762,40.605,6.3
718-57-9773,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Esportes e Viagens,49.33,10,24.665,517.965,2024-05-13 17:43:50.763826,4:40:00 PM,Cartão de Crédito,493.3,4.761904762,24.665,9.4
651-88-7328,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios de Moda,65.74,9,29.583,621.243,2024-05-14 17:43:50.763826,1:55:00 PM,Dinheiro,591.66,4.761904762,29.583,7.7
241-11-2261,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Acessórios de Moda,79.86,7,27.951,586.971,2024-05-15 17:43:50.763826,10:33:00 AM,Cartão de Crédito,559.02,4.761904762,27.951,5.5
408-26-9866,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Esportes e Viagens,73.98,7,25.893,543.753,2024-05-16 17:43:50.763826,4:42:00 PM,Carteira Digital,517.86,4.761904762,25.893,4.1
834-83-1826,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Casa e Estilo de Vida,82.04,5,20.51,430.71,2024-05-17 17:43:50.763826,5:16:00 PM,Cartão de Crédito,410.2,4.761904762,20.51,7.6
343-61-3544,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Esportes e Viagens,26.67,10,13.335,280.035,2024-05-18 17:43:50.763826,11:48:00 AM,Dinheiro,266.7,4.761904762,13.335,8.6
239-48-4278,Alex,São Paulo,Cliente Fiel,Masculino,Alimentos e Bebidas,10.13,7,3.5455,74.4555,2024-05-19 17:43:50.763826,7:35:00 PM,Carteira Digital,70.91,4.761904762,3.5455,8.3
355-34-6244,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Alimentos e Bebidas,72.39,2,7.239,152.019,2024-05-20 17:43:50.763826,7:55:00 PM,Cartão de Crédito,144.78,4.761904762,7.239,8.1
550-84-8664,Alex,São Paulo,Cliente Ocasional,Masculino,Esportes e Viagens,85.91,5,21.4775,451.0275,2024-05-21 17:43:50.763826,2:33:00 PM,Cartão de Crédito,429.55,4.761904762,21.4775,8.6
339-96-8318,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Acessórios de Moda,81.31,7,28.4585,597.6285,2024-05-22 17:43:50.763826,7:49:00 PM,Carteira Digital,569.17,4.761904762,28.4585,6.3
458-61-0011,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Alimentos e Bebidas,60.3,4,12.06,253.26,2024-05-23 17:43:50.763826,6:43:00 PM,Dinheiro,241.2,4.761904762,12.06,5.8
592-34-6155,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Alimentos e Bebidas,31.77,4,6.354,133.434,2024-05-24 17:43:50.763826,2:43:00 PM,Carteira Digital,127.08,4.761904762,6.354,6.2
797-88-0493,Alex,São Paulo,Cliente Ocasional,Feminino,Saúde e Beleza,64.27,4,12.854,269.934,2024-05-25 17:43:50.763826,1:54:00 PM,Dinheiro,257.08,4.761904762,12.854,7.7
207-73-1363,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Saúde e Beleza,69.51,2,6.951,145.971,2024-05-26 17:43:50.763826,12:15:00 PM,Carteira Digital,139.02,4.761904762,6.951,8.1
390-31-6381,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Alimentos e Bebidas,27.22,3,4.083,85.743,2024-05-27 17:43:50.763826,12:37:00 PM,Dinheiro,81.66,4.761904762,4.083,7.3
443-82-0585,Alex,São Paulo,Cliente Fiel,Feminino,Saúde e Beleza,77.68,4,15.536,326.256,2024-05-28 17:43:50.763826,7:54:00 PM,Dinheiro,310.72,4.761904762,15.536,8.4
339-18-7061,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Acessórios de Moda,92.98,2,9.298,195.258,2024-05-29 17:43:50.763826,3:06:00 PM,Cartão de Crédito,185.96,4.761904762,9.298,8.0
359-90-3665,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Acessórios de Moda,18.08,4,3.616,75.936,2024-05-30 17:43:50.763826,6:03:00 PM,Cartão de Crédito,72.32,4.761904762,3.616,9.5
375-72-3056,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Esportes e Viagens,63.06,3,9.459,198.639,2024-05-31 17:43:50.763826,3:58:00 PM,Carteira Digital,189.18,4.761904762,9.459,7.0
127-47-6963,Alex,São Paulo,Cliente Ocasional,Masculino,Saúde e Beleza,51.71,4,10.342,217.182,2024-06-01 17:43:50.763826,1:53:00 PM,Cartão de Crédito,206.84,4.761904762,10.342,9.8
278-86-2735,Alex,São Paulo,Cliente Ocasional,Feminino,Alimentos e Bebidas,52.34,3,7.851,164.871,2024-06-02 17:43:50.763826,2:03:00 PM,Dinheiro,157.02,4.761904762,7.851,9.2
695-28-6250,Alex,São Paulo,Cliente Ocasional,Feminino,Esportes e Viagens,43.06,5,10.765,226.065,2024-06-03 17:43:50.763826,4:38:00 PM,Carteira Digital,215.3,4.761904762,10.765,7.7
379-17-6588,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Acessórios de Moda,59.61,10,29.805,625.905,2024-06-04 17:43:50.763826,11:07:00 AM,Dinheiro,596.1,4.761904762,29.805,5.3
227-50-3718,Alex,São Paulo,Cliente Ocasional,Masculino,Saúde e Beleza,14.62,5,3.655,76.755,2024-06-05 17:43:50.763826,12:23:00 PM,Dinheiro,73.1,4.761904762,3.655,4.4
302-15-2162,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Saúde e Beleza,46.53,6,13.959,293.139,2024-06-06 17:43:50.763826,10:54:00 AM,Cartão de Crédito,279.18,4.761904762,13.959,4.3
788-07-8452,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Casa e Estilo de Vida,24.24,7,8.484,178.164,2024-06-07 17:43:50.763826,5:38:00 PM,Carteira Digital,169.68,4.761904762,8.484,9.4
560-49-6611,Alex,São Paulo,Cliente Fiel,Feminino,Esportes e Viagens,45.58,1,2.279,47.859,2024-06-08 17:43:50.763826,2:13:00 PM,Dinheiro,45.58,4.761904762,2.279,9.8
880-35-0356,Alex,São Paulo,Cliente Fiel,Feminino,Esportes e Viagens,75.2,3,11.28,236.88,2024-06-09 17:43:50.763826,11:51:00 AM,Carteira Digital,225.6,4.761904762,11.28,4.8
585-11-6748,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Esportes e Viagens,96.8,3,14.52,304.92,2024-06-10 17:43:50.763826,1:05:00 PM,Dinheiro,290.4,4.761904762,14.52,5.3
470-31-3286,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Saúde e Beleza,14.82,3,2.223,46.683,2024-06-11 17:43:50.763826,11:30:00 AM,Cartão de Crédito,44.46,4.761904762,2.223,8.7
152-68-2907,Alex,São Paulo,Cliente Ocasional,Masculino,Alimentos e Bebidas,52.2,3,7.83,164.43,2024-06-12 17:43:50.763826,1:30:00 PM,Cartão de Crédito,156.6,4.761904762,7.83,9.5
123-35-4896,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Esportes e Viagens,46.66,9,20.997,440.937,2024-06-13 17:43:50.763826,7:11:00 PM,Carteira Digital,419.94,4.761904762,20.997,5.3
258-69-7810,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Acessórios de Moda,36.85,5,9.2125,193.4625,2024-06-14 17:43:50.763826,6:53:00 PM,Dinheiro,184.25,4.761904762,9.2125,9.2
334-64-2006,Alex,São Paulo,Cliente Fiel,Feminino,Casa e Estilo de Vida,70.32,2,7.032,147.672,2024-06-15 17:43:50.763826,2:22:00 PM,Carteira Digital,140.64,4.761904762,7.032,9.6
219-61-4139,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Acessórios Eletrônicos,83.08,1,4.154,87.234,2024-06-16 17:43:50.763826,5:16:00 PM,Carteira Digital,83.08,4.761904762,4.154,6.4
881-41-7302,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Acessórios de Moda,64.99,1,3.2495,68.2395,2024-06-17 17:43:50.763826,10:06:00 AM,Cartão de Crédito,64.99,4.761904762,3.2495,4.5
373-09-4567,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Alimentos e Bebidas,77.56,10,38.78,814.38,2024-06-18 17:43:50.763826,8:35:00 PM,Carteira Digital,775.6,4.761904762,38.78,6.9
642-30-6693,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Esportes e Viagens,54.51,6,16.353,343.413,2024-06-19 17:43:50.763826,1:54:00 PM,Carteira Digital,327.06,4.761904762,16.353,7.8
484-22-8230,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Acessórios de Moda,51.89,7,18.1615,381.3915,2024-06-20 17:43:50.763826,8:08:00 PM,Dinheiro,363.23,4.761904762,18.1615,4.5
830-58-2383,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Casa e Estilo de Vida,31.75,4,6.35,133.35,2024-06-21 17:43:50.763826,3:26:00 PM,Dinheiro,127.0,4.761904762,6.35,8.6
559-98-9873,Alex,São Paulo,Cliente Fiel,Feminino,Acessórios de Moda,53.65,7,18.7775,394.3275,2024-06-22 17:43:50.763826,12:56:00 PM,Carteira Digital,375.55,4.761904762,18.7775,5.2
544-32-5024,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Alimentos e Bebidas,49.79,4,9.958,209.118,2024-06-23 17:43:50.763826,7:16:00 PM,Cartão de Crédito,199.16,4.761904762,9.958,6.4
318-12-0304,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios de Moda,30.61,1,1.5305,32.1405,2024-06-24 17:43:50.763826,12:20:00 PM,Carteira Digital,30.61,4.761904762,1.5305,5.2
349-97-8902,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Alimentos e Bebidas,57.89,2,5.789,121.569,2024-06-25 17:43:50.763826,10:37:00 AM,Carteira Digital,115.78,4.761904762,5.789,8.9
421-95-9805,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios Eletrônicos,28.96,1,1.448,30.408,2024-06-26 17:43:50.763826,10:18:00 AM,Cartão de Crédito,28.96,4.761904762,1.448,6.2
277-35-5865,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Alimentos e Bebidas,98.97,9,44.5365,935.2665,2024-06-27 17:43:50.763826,11:23:00 AM,Dinheiro,890.73,4.761904762,44.5365,6.7
789-23-8625,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Acessórios de Moda,93.22,3,13.983,293.643,2024-06-28 17:43:50.763826,11:45:00 AM,Dinheiro,279.66,4.761904762,13.983,7.2
284-54-4231,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Esportes e Viagens,80.93,1,4.0465,84.9765,2024-06-29 17:43:50.763826,4:08:00 PM,Cartão de Crédito,80.93,4.761904762,4.0465,9.0
443-59-0061,Alex,São Paulo,Cliente Fiel,Masculino,Alimentos e Bebidas,67.45,10,33.725,708.225,2024-06-30 17:43:50.763826,11:25:00 AM,Carteira Digital,674.5,4.761904762,33.725,4.2
509-29-3912,Alex,São Paulo,Cliente Fiel,Feminino,Esportes e Viagens,38.72,9,17.424,365.904,2024-07-01 17:43:50.763826,12:24:00 PM,Carteira Digital,348.48,4.761904762,17.424,4.2
327-40-9673,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Esportes e Viagens,72.6,6,21.78,457.38,2024-07-02 17:43:50.763826,7:51:00 PM,Dinheiro,435.6,4.761904762,21.78,6.9
840-19-2096,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Acessórios Eletrônicos,87.91,5,21.9775,461.5275,2024-07-03 17:43:50.763826,6:10:00 PM,Carteira Digital,439.55,4.761904762,21.9775,4.4
828-46-6863,Alex,São Paulo,Cliente Fiel,Masculino,Alimentos e Bebidas,98.53,6,29.559,620.739,2024-07-04 17:43:50.763826,11:22:00 AM,Cartão de Crédito,591.18,4.761904762,29.559,4.0
641-96-3695,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Acessórios de Moda,43.46,6,13.038,273.798,2024-07-05 17:43:50.763826,5:55:00 PM,Carteira Digital,260.76,4.761904762,13.038,8.5
420-97-3340,Alex,São Paulo,Cliente Ocasional,Feminino,Alimentos e Bebidas,71.68,3,10.752,225.792,2024-07-06 17:43:50.763826,3:30:00 PM,Cartão de Crédito,215.04,4.761904762,10.752,9.2
436-54-4512,Alex,São Paulo,Cliente Fiel,Feminino,Alimentos e Bebidas,91.61,1,4.5805,96.1905,2024-07-07 17:43:50.763826,7:44:00 PM,Dinheiro,91.61,4.761904762,4.5805,9.8
670-79-6321,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Casa e Estilo de Vida,94.59,7,33.1065,695.2365,2024-07-08 17:43:50.763826,3:27:00 PM,Cartão de Crédito,662.13,4.761904762,33.1065,4.9
852-62-7105,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Acessórios de Moda,83.25,10,41.625,874.125,2024-07-09 17:43:50.763826,11:25:00 AM,Cartão de Crédito,832.5,4.761904762,41.625,4.4
598-06-7312,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Acessórios de Moda,91.35,1,4.5675,95.9175,2024-07-10 17:43:50.763826,3:42:00 PM,Dinheiro,91.35,4.761904762,4.5675,6.8
135-13-8269,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Alimentos e Bebidas,78.88,2,7.888,165.648,2024-07-11 17:43:50.763826,4:04:00 PM,Dinheiro,157.76,4.761904762,7.888,9.1
